description,pallets,weight,cube
GROCERY ITEMS,2,2856,0
Paper for Wrapear pizzas,1,380,36
Mama Roasas Frozen pizzas- Samples,1,40,33
Electronics,12,4322,0
YOGURT ALL KINDS,15,17602,0
Candies all kinds,1,366,0
Tissue Paper,37,14616,3446
Restaurand FROZEN PRODUCTS,10,17143,0
Restaurant Grocery Supplies,2,3471,0
Restaurant REFRIGERATED Prod.,1,839,0
"Syrups, Dressings, BBQ sauces, Peanut Butter ",18,24083,648
Monterrey Jack Cheese,1,748,20.64
Assorted Kithen Tools ,3,895,102
one box of turkey decoration,1,7.25,36
Holloween Accessories,2,750,114
Bateria GNB M2801810025B,1,2984,0
"White, Red and Pink Vanilla Icing ",2,3558,113.33
Batteries,1,120,21
MERCHANDISE,4,1663,0
Tissue Papper,31,12733,3075
DRY GROCERY,10,3350,338
Chorizos,3,2018,0
"Detergents, Softeners and Cleaning Supplies",23,23580.5,1310
La Yogurt All Kinds ,8,7966,0
Cookies all kind,3,2368,0
a/c unit equipment ,1,983,0
TORTILLAS REFRIGERATED,9,8291.01,365
Fresh Fruits and Vegetables,21,32000,0
80728-68 GP 128 oz Handleware  Prod Mold Soplar ,1,485,0
"Enchilada Soup, Potatoe Soup, Ground Beef Patties, ",10,17143,0
Apparel,5,4302,0
Apparel,3,3600,0
Apparel,1,260,0
Dry Grocey,2,835,130
"shelf bracket, shelf clips , center shelf",5,8028,512
Paper Towels and Napkins,24,11274,1558
REFRIGERATED Pastries and Dough,8,2806,71
Plastic Bags,2,1080,0
Ingredients,1,950,30
wells bushing  ,1,829,27
Tea Variety,13,2352,314
maquina de revanar,2,620,110
Specialty Cheeses - Cheese All Kinds,4,7238.64,218
Kraft Parkay Products,16,19939.04,0
DRY GROCERY,3,2490,118
Velcro,1,23,44
Chili With Beans,2,3892,86
Funda Perforada Para Gaylords 40 x 48 ,5,5596,0
Baseball Equipment - ,3,1486,0
Mustard and Vinegar,17,12489,391
YOGURT ALL KINDS,15,19060,0
personal item,1,55,32
"Glasses of Wine , Champagne",6,1880,389
Towels,30,8640,3509
Towels ,28,8064,2977
cement additives ,1,1498,59
Orinoco,1,46,12
Aluminum Foil  Wax Papel and Plastic Wrap,12,11997,524
soup mixed,6,14250,271
EPS Panels With 26 ga Polar White Stucc,6,6112,0
Dairy Products`,1,1737.3,48
food items,10,8588,0
Dairy Products`,6,4979,206
Ipad,1,0,0
Uniliver ,1,452,0
Yogurt,8,7966,0
Tree Ripe,2,2502,0
Dairy Products ,9,4864,0
department store merchandise,6,4065,476
Dry Grocey,38,23183,920
Dry Grocey,16,11675,402
Cases of Cream Cheese ,6,10175.5,0
Fresh Fruits,21,32000,0
Kraft Parkey Spreads,12,15151,0
"Kraft Dressing, Steak Sauce and Jello Gelatin",2,2741,0
Kraft Oscar Mayer Lunchables ,1,862,0
Kraft Dairy Products,24,33146,0
Viggos Jeans,1,336,34
Paper Filters,1,384,0
Dry Grocey,4,2611,133
"Furniture Cleaner, ",2,1254,0
Fruit Filling Samples,1,36,0
Dry Grocey,33,15157.4,1370
Pie Fillings all flavors ,2,2535,52
Canned Fruits,9,8673,243
Cold Cuts,8,8983,0
Frozen Foods Variety,11,19495,721
Cheese String ,8,12040,0
Plastic Films,3,1117,0
DRY GROCERY,3,3855,0
Cat Litter,20,39080,939
YOGURTS ALL KINDS ,1,1167,0
Sabra Humus All Kinds,1,906,0
Emmi Yogurt all Kinds,1,880,0
Formaggio Dairy Products,1,594,0
ASM INSUL BIN PB24 POLAR BLUE WD,1,215,0
Sample-Light & Fit Greek Strawbwrry,15,19060,0
YOGURT ALL KINDS,13,18717,0
Outside Skirt Steaks,2,1241.35,0
102991-2992 Plastic Films Rolls,1,810,0
Env Triangular,1,386,67
Plastic Film,10,11765,0
Celery and Coriander Seed Powder,1,691,0
Tortillas ,11,10631.01,467
"Soy Milk, Rice Milk, Almond Milk",7,11928,256
Dock Bumpers 10 x 14 3/4,1,500,0
aluminium conveyor,1,1744,21
YOGURTS ALL KINDS ,8,7966,0
Earth Wise Juice,2,1026,0
Tofu,1,1680,0
Wire Spinner Display,1,140,0
"Kraft Jello, Salad Dressing and Steak Sauce",1,790.78,0
Kraft - Oscar Mayer Lunchables,1,734,0
Kraft Dairy Products All kind,16,15187.29,0
Plastic Smoke Taster Clear,2,836,0
"Microwave Dinners, popcorn,hot cocoa, cereals and cake mixes",34,22864,1520
"brownie mix , cake mix, pancake mix, marshmallos",23,17681,846
film wrappers,1,63,49
oil,11,19978,648
supplies ,1,52,13
"Extracts, Flavoring Liquids",1,208,0
Juice all Kind,18,41040,1086
Equipment,3,2430,98
YOGURTS ALL KINDS ,15,17906,0
Fresh Vegetables and Fruits,22,32000,0
frozen pork,7,11936,0
dressing all kinds,4,1270,0
Pork Loin,23,42200.4,0
Silica Gel - Tixoxil ,6,3898.24,0
mashmallow regular,53,26750,2298
comestibles,8,16530,0
GNB MOnt. SC4500,1,2972,0
1038882 Membrane 8882200,1,490,0
"Plates plastic, cups,",24,5758.5,790.81
Restaurant Frozen Foods,17,29304,0
Restaurant Supplies,7,9134,0
Cheese all kinds,2,3416,0
"Toufayan Bakery  white pita bread, crossants",28,21435,0
Soy Flour and Gluten,1,890,0
Dry Grocey,11,9105,450
REFRIGERATED,9,4864,0
Mixed Fresh Meat,13,20768,0
"pasta sauces, spinach dip",4,7697.51,148
Fresh Vegetables and Fruits,19,32000,0
Naked Juice All Kinds,1,0,0
Dry Grocey,2,678,48
Kraft Oscar Mayer Lunchables ,1,734,0
"Kraft Dressing, BBQ Sauce and Jello Gelatin",1,974,0
Kraft Dairy Products,12,14939,0
DRY GROCERY,1,5094,0
DRY GROCERY,4,13917,0
FROZEN PRODUCTS,2,1504,0
Dry Grocey,42,26608,0
DAIRY PRODUCTS,6,5020,0
DAIRY PRODUCTS,1,1387.6,0
La Yogurt All Kinds ,8,7966,0
beans all kind,7,10598,283
"Detergent, Softner and Bleach",21,20810.35,1176
Bread white and Wheat ,24,8448,683
Sugar Sustitute,5,1835,155
Seasoning ,1,1796,67
Italian Frozen Sausage,2,2508,0
Dry Grocey,6,2402,0
Kraft Oscar Mayer Lunchables ,1,647.75,0
DRY GROCERY,1,510,35.42
Dry Grocey,15,17091.34,751
robbie pictures,4,1420,268
"stuffing mix cornbread, turkey and chicken",54,20085,2297
juice all kind,17,20085,1102
"Taco shells, Black Beans, Seasoning",11,11431,0
Cream Of Wheat,2,2019,0
HS 2 x  S27 Sifter  Free Swinging Si,2,3990,0
thermal paper roll,10,15000,650
YOGURTS ALL KINDS ,13,16500,0
soy milk,10,15450,325
Kraft Jello,1,270.53,0
Kraft Dairy Products,18,18591.48,0
accordian safety skirt,2,5500,376
"cutlery, toothpick, straws",7,3605,305
commercial laundry equipment,3,2059,248
"croutons and tortillas, walnuts",10,2845,471
Sistema de Rieles de Matadero,7,7879,0
Baking Cups & Coffee Filters ,2,3297,98
frozen pasta,10,6768.92,348.04
CHOCOLATES For Halloween ,17,10107,771
CHOCOLATES For Halloween ,15,10023,119
La Yogurts All kinds ,8,7834,0
"Tree Ripe Carafe Premium Natural and Calcium, Vitamin",3,3574,0
SA-380 Conveyor 380 Garment,1,878,144
Kraft Spreads,10,11692,362
fresh grapes,10,0,0
tortillas all kind,9,8291,365
DAIRY PRODUCTS,38,38763,1434
8256 Oscar Mayers Cheese Hot Dogs 12/1B,1,0,0
fresh grapes and vegetables,22,0,0
commercial cooking equipment,3,2970,315
paper,1,1978,65.3
Z201 Stick (4/25M)  Aluminum Clips,1,296,0
Restaurant Equipment,7,3560,0
"shampoo, hair color, toothbrush,razor",34,2265,1755
hbc hba products,1,532,0
Cheese - Anco ,8,11694,0
YOGURT ALL KINDS,17,17099,0
bedroom set,2,1050,142
204888 300.000 LINER SENSITIVO PS- 37.7 MM,1,339,0
0-11225-41512-8  Fz Mixed Vegetables  16 oz ,23,1950,721
Delallo Bruschetta,1,0,0
"Emmi Yogurt Swiss, Strawberry, Vanilla ",1,880,0
"Bolhouse Juice, mango, organge and Guav",1,37632,0
Paper Filters,2,714,0
Plastic Film,9,10720,0
fresh meat,12,18207.8,396
silicone ,7,11023,43
"rings, garlic baguett, biscuits",8,4385.1,0
M6MW-FD 100 Heat Exchanger,1,511,0
La Yogurts All kinds ,8,7968,0
"Earth Wise Juice - Berry , PassionFruit , Orage Carrot",3,1601,0
M6MW-FD 100 Heat Exchanger,1,511,0
1/2 Size Convention oven 120 V Holds 3,1,67,0
Margarine Spread ,6,4756.88,209
DAIRY PRODUCTS,8,6144,259
DAIRY PRODUCTS,1,583.95,14
DAIRY PRODUCTS,1,1391.88,51
Kraft - Oscar Mayer Lunchables,1,650.5,0
Kraft - Jello,2,1687.5,0
Kraft Dairy Products,12,14521,0
Imitation Iws 16 slice,22,38280,743
,2,1586,0
Elastic Webbing On Rolls,2,1586,0
turkey parts drums,24,42187.5,1108
8285 Parkay Bowl Spread 12X13 oz,12,15882,0
Plastic Bags,4,3371,256
Industrial Cleaning equipment and supplies,2,2285,0
chemiclas plastic drums ,5,9038,229
"aluminium foil, oven roasting bags",17,13308,800
DRY GROCERY,16,23774,0
chorizos,3,2042,0
cookies all kind,9,10145,666
Il Villaggio Mozzarella ,1,2103,0
Sabra Hummus all Kinds ,1,906,0
YO Baby Yogurt all kinds ,1,1167,0
Kefir All Flavors ,2,2820,0
Naked Juice All Kinds,1,654,0
Industrial Equipment,2,1654,0
M2601812513B Batteries 36 Volt 750 Amps,18,38205,0
HBA/HBC Products ,13,12165,658
pastas penne and Fusilli,1,708,44
HBA HBC for babies ,1,188,29
HBA/HBC All Kinds ,9,3196,467
"Cereal all kinds,canned fruit and spreads ",12,8584,513
Ecs Evaporator Control and Temp Sensor AD590 W/STRN,1,200,0
boxes ,1,141,37
Frozen Prodducts ,22,41280,0
YOGURT ALL KINDS,15,15183,0
"Body Wash, Shampoo and body lotion all kinds",8,10601,362
"HBA / HBC gloves, Toilet bowls,mouth wash and lotions",32,28044,1376
Provolone unsmoked Foremost ,1,1822.35,54
Plastic Film,2,2912,0
4 monitors,1,75,15
diveders,1,260,38
Compound Industrial Water Treatment,1,1192,54
38559 Bobina Sello Seguridad Para Margarina,3,4318,0
Plastic Film,2,2912,0
DRY GROCERY,9,6567,0
"ham, turkey, bacon, cold cuts",4,4182,0
fresh pork,10,19475.8,264
Kraft - Parkay spreads,4,4396.46,140
cream cheese and sour cream ,9,14175.26,0
Oscar mayers lunchables ,1,821,0
Kraft - Jello,1,82.68,0
computers,1,13,27
tortillas all kind,11,10631.36,467
Braings,1,50,0
plastic bags,1,110,25.5
fresh grapes,15,24375,0
YOGURT ALL KINDS,8,7968,0
"Tree Ripe Carafe Premium Natural and Calcium, Vitamin",3,5004,0
Artificialc Casings / Tripas Plasticas,3,2557,0
Kraft Dairy Products,20,19426.96,0
Kraft - Oscar Mayer Lunchables,1,701,0
"Kraft Dressing, BBQ Sauce and Jello Gelatin",1,642.92,0
Fresh Fruits and Vegetables,20,34000,0
Frozen Turkey,2,2840,0
Batteries ,9,23723,0
juices,3,5353.8,0
Cheese all kinds,32,39997.62,1161
Cheese All Kinds ,48,38096.58,1671
DRY GROCERY,20,7182,0
Hydraulic Pump 3EC-60-39220,1,31,0
Kraft Parkay Spreads,5,7937.8,0
DAIRY PRODUCTS,6,6888,0
Land O'Frost Deli Turkey and Ham,1,936,0
"Bolthouse Juice Mango,Orange Guava",1,672,0
"cereal all kind , cooking spray, granola bar",17,8860,679
cereal all kind,53,25510,2630
wooden ware,1,36,0
store fixtures,1,800,0
seasoning all kind,1,2000,59
granola,1,390,0
YOGURT ALL KINDS,13,18140,0
"FZ Mozzarella Cheese, Stuffed Jalapeños & Wings",4,4115,249
equipment ,1,386,28
Caseinato Sodico,10,22046,0
Yogurt all kind,2,1872,100.8
T6080B FS  Plastic Film,6,7083,0
Grocery Supplies,8,4500,0
one box replacement tiles,1,30,0
olives all kinds,3,5001,95
cherry,2,2695,51
Chilled Proudcts,8,5530,0
Sour Cream and Cottage Cheese,1,1387.6,40
YOGURT ALL KINDS,8,7968,0
Milk Protein Concentrate 40%,1,2204,0
Plastic Bags,4,3150,240
Lux Supergrip Hub Extra,1,161,0
plastic doors,1,105,0
Bandeja para galleta,7,3400,500
spare parts for trucks,1,275.6,0
steel sheelving,3,1108,0
8256 Oscar Mayers Cheese Hot Dogs 12/1B,1,0,0
lighting Fixtures,8,2790,564
metal gloves,1,45,0
8769 Oikos Honey 12/5.3 ozs,13,18140,0
1000 KVA  Pad Mount Transformer ,1,6509,0
"Kraft Dressing, BBQ Sauce and Jello Gelatin",4,4173.96,0
Kraft - Oscar Mayer Lunchables,1,853,0
Kraft Dairy Products,9,8529.52,0
H6225B Salchicha Estelar Induveca,1,829,0
Plastic Film,7,8360,0
salad dressing,1,560,0
dry fruits,3,2337,0
YOGURT ALL KINDS,15,17868,0
beauty supplies ,2,3675,0
electric appliances ,1,200,17
Monterrey Jack Cheese,1,935,18.87
Nut Crunch,1,329,0
1000 KVA  Pad Mount Transformer ,1,6809,0
baby back ribs,2,3360,131
YOGURT ALL KINDS,12,12745,0
Industrial battery GNB Pallet Truck,6,6112,0
Earth Wise Juice,3,1663,0
M1901212513A Batteries,4,5364,0
Rebuilded Parts,2,964,0
H6225B Salchicha Estelar Induveca,1,0,0
Kraft - Parkay spreads,8,7301.86,0
2 boxes,1,48,0
"Jalapenos, Taco shells and sauces",6,5368.9,254
Fresh Meat ,13,19820,432
tortillas,9,8291,364
Alouette Cream Cheese ,5,10176.05,0
"runner , luxury parlesey, black bom ",1,29,0
Mustard Squeeaze and Vinegar ,14,7251.5,232
Bread White and Wheat,24,7837,649
home articles,1,190,10
8256 Oscar Mayers Cheese Hot Dogs 12/1B,1,0,0
Kraft Dressing & BBQ Sauce,3,1282.88,0
Kraft - Oscar Mayer Lunchables,1,641,0
Kraft Dairy Products,5,6655,0
" Crescent, cookies, bread sticks",6,2786,71
Haagen Dazs Bowls,1,455,0
fresh meat,7,14245.1,366
Toufo,1,1680,0
Outside Skirt Steaks,1,423.76,0
lighters,1,300,12
Naked Juice,1,450,0
bolthouse,1,672,0
YOGURT ALL KINDS,16,18134,0
DAIRY PRODUCTS,1,204.5,0
204747 Floculante P-818,1,1140,0
Ring - Rebuild or repair,2,964,0
Restaurant Grocery Supplies,2,5399,0
Restaurant Frozen Foods,4,8981,0
Restaurant Dairy Products,1,859,0
steel cage ,1,1007,152
GENERAL MERCHANDISE - Electrodomesticos,18,6974.72,0
Equipos de Refigeracion,4,3296,0
M2601812513B Batteries 36 Volt 750 Amps,18,38205,0
refrigeration supplies ,1,1200,0
cookies all kind,2,935,89
Restaurant Frozen Foods,4,8981,0
Restaurant Grocery Supplies,3,5399,0
Brinker Applewood Smoked Bacon,1,859,0
Industrial Supplies,1,174,0
6685473 sauce wing samurai,1,212.85,27
Outside Skirt Steaks,1,464,0
Flavoring Material / Liquid Extracts,1,1109,0
Meltal Folding tables,1,360,0
Coriander & Celery Powder,1,1221,0
sour cream cottage cheese,1,1561,51
sour cream and whipping cream,1,595,14
yogurt all kinds,7,5612,239
La yogurt,8,7968,0
pudding snack all kind,6,9614,402
Compresor Honda,1,116,0
Liner Sensitivo,2,473,0
Alabaster  Vaces ,2,0,0
Non Lighted Brushed Aluminum Letters,1,250,0
All Natural Cooked Chicken,3,3586,0
FROZEN MEAT,5,7750,132.6
salami,10,8756,0
GELATIN DESSERTS and Pudding different flavors,4,1385,135
Tissue Paper,28,9412,4407
standard dragonfly bench,1,0,0
Tripas Plasticas / Cellulose Casings,5,2315,0
stonyfield,1,1167,0
emmi,1,880,0
montchevre,1,493,0
sabras,1,906,0
kefir,1,2820,0
YOGURT ALL KINDS,12,17500,0
Restaurant Supplies,1,179,0
"Croutons, Wonton strips, Cranberry & ",7,2007,319
Plastex Wheels RM-65C(R)OS 6,1,150,0
DAIRY PRODUCTS,1,1422,0
Kraft Dressing and Jello,1,470.58,0
DAIRY PRODUCTS,13,13523.7,0
"Detergent, Softner and Bleach",4,4990,165
mustard,1,1453.5,45
frozen pork,4,8516.7,0
Estilizadora 2 en nano Tourn,1,98,9
house hold articles,6,3875,466.66
rubber tires,1,120,8
Batteries ,10,24553,0
plastic containers ,1,480,40
erarth wise,3,1663,0
la yogurt,8,7968,0
Tree Ripe,3,4289,0
Industrial Water Treatment,1,1836,0
hard ware articles,20,31498,1520
snack party mix,11,4725,945
"Soy Milk, Rice Milk, Almond Milk",8,12354,294
REFRIGERATED Tortillas,11,10631,470
"pasta , sauces, soup",2,1091,0
frozen pork,24,42111.4,2041
DAIRY PRODUCTS,1,1684,0
DAIRY PRODUCTS,2,1807,0
Kraft Dairy Products,16,18470,0
DRY GROCERY,2,3601,0
8256 Oscar Mayers Cheese Hot Dogs 12/1B,1,718,0
Monta carga,1,150,15
Busch Refurbished Blower - Warranty,1,745,0
"Freezer bags, Plastics bags all kinds",13,6206,0
Kraft Dairy Products,1,1370,0
FROZEN MEAT,1,990,0
CHOCOLATES,11,9658,377.7
Juices All Kinds,1,1320,0
equipment,1,766,0
DAIRY PRODUCTS,18,18800,0
"Crunchy Snacks almon, cherry, cashew",1,600,47
Barrier Bags,5,2720,0
fresh meat,16,24192.3,0
"lotion, shampoo, conditioner",2,1470,0
"peaches, nectarines, plums and grapes",22,35120,0
DRY GROCERY,1,538,0
DAIRY PRODUCTS,1,1387.6,0
DAIRY PRODUCTS,9,5875,0
Plastic Films,10,11055,0
YOGURTS ALL KINDS ,8,7952,0
Dry racks dispencers and floor stands,1,249,20
Pump and Partas,1,56,0
FROZEN MEAT,12,20056.9,0
equipment,1,350,0
Kraft - Oscar Mayer Lunchables,1,1262.6,0
Kraft - Parkay spreads,6,6466,0
Electronic Goods ,5,2683,318
Dog Treats ,1,856,35
YOGURT ALL KINDS,1,1663,0
YOGURTS ALL KINDS ,8,7968,0
Pickel Dill and Relish ,8,7726.31,0
Creamer Powdered ,8,8034.35,0
Delallo Products ,1,274,0
Naked Juice,1,558.08,558.08
"Insoles , foot care ",1,433,0
103901 Induveca Salcgicha Gigante - Plastic Film,1,1216,0
display racks,1,330,0
Seasoning Mix all kinds ,2,1103,0
Seasoning MIx ,1,418,0
fresh pork,9,19847.6,169
Praway Spreads ,5,6409,0
dry merchandise,3,4125,0
dry merchandise,6,2868,0
Paper Filters,1,258,0
frozen pastries,2,1491,0
YOGURT ALL KINDS,15,15678,0
All kinds of Baking Molds,1,24,0
DAIRY PRODUCTS,9,8291.5,0
Dairy Products,3,1603,0
Ice Tea Mix ,8,10872,344
Wraps and Panini,2,2600,0
Food Extract ,1,83,4
1326216-005 casing 28b x 95 ft clear striped lsd end,25,19200,0
Paper Filters,1,308,0
Hydraulic oil ,1,296,0
industrial compound ,2,1976,0
Industrial Supplies,1,2284,0
Kraft - Jello,1,913.01,0
Electrodomesticos ,4,2155,0
Kraft Dairy Products All kind,20,28877,0
Plastic Film,3,1620,0
Induveca Caserio Jamon Cocido C3A N56HZ,3,1620,0
Plastic Articles,4,3140,0
centrifuge spare parts,1,350,0
8290 Jello SugarFree Strawberry 24/. 3Z,1,595,0
centrifuge spare parts,1,350,0
Asorted Cheese Asorted meat,6,13039.33,333.09
SIlica,6,3898,0
industrial compound ,1,1192,0
Chesse All Kinds,3,3502.21,0
DAIRY PRODUCTS,11,14589.83,0
Kraft Oscar Mayer Lunchables ,1,1083.48,0
soda all kind,20,39765,1023
Sauces for pasta all kinds ,22,43260,1020
Paper Filter A-8 24650,1,0,0
"dairy creamer , whipping cream",1,583.95,13
yogurt all kind,8,5779.5,0
sour cream and cottage,1,1572,52
bolthouse,1,672,0
Frozen Restaurant supplies,10,17059,0
Dairy Products,2,2460,0
Restaurant Grocery Supplies,4,5974,0
Soda Tonic,6,12108,0
sod aall kind,15,29960,740
YOGURT ALL KINDS,11,17950,0
1326216-005 casing 28b x 95 ft clear striped lsd end ,25,19200,0
Deli paper,2,2857.54,65.3
GROCERY ITEMS,9,8644.6,331.4
Kraft - Jello,1,523,0
"Pasta sauces, tomatoe sauces",20,41836,0
Coriander  Seed Powder,1,850,0
tree ripe,3,4289,0
la yogurt,8,7968,0
Pizza sauce,8,17600,0
Frozen Stuff and Restaurant Supplies,3,3568,0
"Lining or Wrapping, Crincled",4,1444,0
"Lining or Wrapping, Crincled",1,0,0
CL4816.55 55 gallon drum filled with Sodium Hydroxide Solution,1,2284,0
fresh meat,9,13881.5,0
Bobina sachet - Seals,2,980,0
PVC Shets - Parts,1,1270,0
Industrial parts & supplies,1,214,0
turkey wings and drumstick,25,42092.55,0
fresh Meat,8,12881.1,89
0847176 Sauce Hamburger Secret,1,420,0
beans,12,24998,589
bread 100% whole wheat,18,6336,511
Plastic Film,3,3480,0
Oscar Mayors Lunchables ,1,1071.48,0
"Sour cream, cream cheese, cheese all kinds ",7,8671.83,0
8256 Oscar Mayers Cheese Hot Dogs 12/1B,1,1193,0
8280 Kraft Dressing Thousand Island 12/8 oz,1,843,0
pet accessories,1,142,3360
tassel frigne,1,20,0
"comb top, lower comb",1,15,4016
"Croissant, Hot Pockets,DiGiorno pizzas, Chicken Lunchables",6,925.4,0
fresh meat,9,0,0
emmi,1,825,0
naked,1,784,0
sabras,1,906,0
stonyfields,1,1167,0
formaggio,1,594,0
house hold articles,9,13865,553
store merchandise,1,60,0
hardware,3,2629,110
YOGURT ALL KINDS,15,18435,0
Candies/ CHOCOLATES ,3,1346,0
home articles,14,5417,784
Neptune Pumps Chemical 500-A-N1-106712,1,162,0
fresh meat,9,15352.6,413
Kraft - Parkay spreads,7,7560.44,0
"blade smooth, snap lock",1,32,4
"Spice Extracts, Flavoring Liquid",1,1055,0
"Spice Extracts, Flavoring Liquid",1,1055,0
Juices All Kinds,19,42700,1167
REFRIGERATED Tortillas ,11,10631,470
frozen vegetables,13,25392,941
Supplies,1,126,3
antebrazo plastico,1,6,1
Salad Dressing,3,4416,0
"bagels, wraps, pita bread",31,22310,0
8285 Parkay Bowl Spread 12X13 oz,6,6466,0
8256 Oscar Mayers Cheese Hot Dogs 12/1B,1,1212,0
rice,6,9957.67,106
"heat element for economy pizza wrapper, disc ",1,96,35
"cashews, almonds,Peanuts,walnuts",32,21301,0
MARGARINE,21,22866.1,819
"Margarine, Spread",7,8434,0
Kraft Spreads,6,9035,0
YOGURT ALL KINDS,14,18110,0
"gloves, toilet bowl cleaner,mouth wash, toothbrush",29,27041.12,1197
"body wash, shampoo,soap, shower gel",10,10973.47,372
bolthouse,1,672,0
Land o Frost,1,702,0
"body wash, bandage, body lotions, hair color",14,12288.26,593
"rice crisps, pumpkin seeds,chips,",6,1140,240
"dressings, pineapple sliced, pasta sauces",5,5494.75,123
"creal, oatmeal",2,1239.5,53
SAUCES,1,378.75,9
"cereal, seeds",1,360.75,43
crackers,1,563,49
school supplies,4,2734.4,214
shool supplies,15,7364.4,577
Plastic Film - Bags,11,11569,0
DRY GROCERY,4,2510,74.9
Mineral Oil P/N 905105,1,20,0
Kraft - Parkay spreads,4,5529,0
tortillas,9,8291.01,364
"Sour Cream , Cottage Cheese",1,1387.6,0
yogurt all kind,8,6731,0
fresh meat,9,13797.4,336
2 ramps metal,1,20000,71
0-36800-51016-6 Salt Iodized ,18,44244,0
8285 Parkay Bowl Spread 18X13 oz,2,6409,0
la yogurt,8,7836,0
Charcol ,15,16952,0
Fresh Pork,10,20720.7,0
Fruit Puree Cocktail (non-alcoholic),17,33371,0
Vacuum Parts,1,200,0
Jellos- Strawberry and cherry ,1,228,0
"divider, tray, fiberglass",1,68,22
Oscar Mayors Lunchables ,1,1109,0
Assorted Cheese Products,8,11186,0
cream cheese and sour cream ,7,8233,0
YOGURT ALL KINDS,22,18367,0
home articles,13,8367,884
sample box of flavor ,1,32,0
PASTA SAUCES,9,2805,0
Condensadores y Evaporadores Para Aires,2,1738,0
"frames , steel",1,446,60
8769 Oikos Honey 12/5.3 ozs,14,0,0
contour saucepan,1,460,65
"dates, almonds, pistachios , cashews",5,3761.25,0
Sodium Caseinate,10,22046,0
DRY GROCERY,1,557,0
Corrugated Paper For Filters,4,1329,0
,1,679,0
salami,8,8657,0
Earth Wise,2,1150,0
yogurt,8,7968,0
tree ripe,3,4289,0
grocery merchandise,1,165,30
Tofu,1,1680,0
naked juice,1,784,0
Mozarella cheese,1,2642.2,0
imitation of cheese,22,38280,744
cream cheese,44,37455.74,1549
cheese all kind,38,34811.58,1686
mozz loaf lmps,22,37625,834
,1,360,0
52-121E Wheels RM-52E,1,360,0
Vacum Pouch,1,325,0
bandejas para galletas,4,1666,245
articulos deportivos,4,2096,140
Vacum Pouch,1,325,0
GP Mold Assy R2000/350R,1,403,0
Plastic Film,8,9444,0
GP Mold Assy R2000/350R,1,403,0
Plastic Film,1,711,0
Funda Preformada Para Gaylords,2,1956,0
Tripas Plastics,11,10325,0
house hold articles,9,3580.4,360
hardware articles,1,110,35
Kraft - Oscar Mayer Lunchables,1,1097,0
,1,754,0
,15,16751,0
Plastic plates and cups all kinds ,8,5958,929
FROZEN PRODUCTS,3,1917,119
Plastic Film,8,9444,0
Assorted Yogurt Products ,15,15616,0
machines sealers,2,420,80
3 display units,3,2943,180
Mozarella cheese,3,7258.9,0
antimony compounds ,1,566,25
CHESSE SAUCES ,6,13577,0
Plastic Film,1,711,0
Dressing-Ranch,1,1698,0
"helf bracket, shelf clips , center shelf",1,290,20
lactaid,1,816,0
Hersheys Milkshake,1,1215,0
battery,1,750,40
COOKIES,2,1396,0
hershey's,1,792,0
"FROZEN PRODUCTS, Variety",13,24786,979.04
Grocery Restaurat Merchandise,4,5712,0
Cheese variety,2,3549,0
yogurt,8,5126,0
